id	location_cd	status_cd		type_id	street_address1	street_address2	city	postal_cd	created_user_id	created_datetime	updated_user_id	updated_datetime	region_id	latitude	longitude	time_zone	temperature_scale	country_part	country_cd
924215	8116	A	8116	170	3100 Jefferson Blvd	NULL	Windsor	N8T 3E8	1	53:04.3	1598866	53:05.0	NULL	42.296292	-82.942566	America/Toronto	C	544	CA
924341	8137	A	8137	170	10 Tailwind Drive	NULL	St. John's	A1A 5T2	1	36:39.0	1598866	36:39.0	NULL	47.611588	-52.750683	America/St_Johns	C	540	CA
924299	8141	A	8141	165	"939 Eglinton Avenue East, Suite #122"	NULL	East York	M4G 4E8	1	09:30.8	1598866	09:31.0	NULL	43.713454	-79.360084	America/Toronto	C	544	CA
924242	8142	A	8142	235	"Unit C21A, 333 Bay Street"	NULL	Toronto	M5H 2R2	1	51:25.5	1598866	51:25.0	NULL	43.650438	-79.380019	America/Toronto	C	544	CA
924365	8146	A	#N/A	235	3100 HOWARD AVE	NULL	WINDSOR	N8X 3Y8	1	18:04.8	1598866	18:05.0	NULL	42.274846	-83.003764	America/Toronto	C	544	CA
108337	8337	A	#N/A	195	10 Hwy 529	NULL	Britt	P0G 1A0	1	45:08.3	1598866	45:08.0	NULL	45.769584	-80.500749	America/Toronto	C	544	CA
108342	8342	A	#N/A	170	36 Hardy Avenue	NULL	Grand Falls-Windsor	V2P 1A3	1	20:27.1	1598866	20:27.0	NULL	48.952318	-55.637004	America/St_Johns	C	540	CA
924221	8343	A	8343	170	32 Longwoods Road and Lamilla Street	NULL	Thamesville	N0P 2K0	1	55:06.5	1598866	55:06.0	NULL	42.552978	-81.973447	America/Toronto	C	544	CA
924281	8351	A	#N/A	195	155 Akwesasne International Road	NULL	Akwesasne	K6H 5R7	1	08:06.8	1598866	08:07.0	NULL	45.014507	-74.738899	America/Toronto	C	544	CA
108352	8352	A	#N/A	170	490 Powwow Trail	NULL	Kamloops	V2H 1H1	1	10:57.6	1598866	10:58.0	NULL	50.676613	-120.30451	America/Vancouver	C	537	CA
924353	8353	A	#N/A	195	NULL	NULL	Edmonton	NULL	1	33:22.4	1598866	33:22.0	NULL	53.56319	-113.508979	America/Edmonton	C	536	CA
108354	8354	A	#N/A	235	50 Trout Street	NULL	Fort Smith	X0E 0P0	1	36:03.4	1598866	36:03.0	NULL	60.00946	-111.926701	America/Yellowknife	C	542	CA
108355	8355	A	#N/A	205	5470 GANGWAY STREET	NULL	HALIFAX	B3K 5M5	1	36:33.7	1598866	36:34.0	NULL	44.660215	-63.594239	America/Halifax	C	541	CA
108356	8356	A	#N/A	235	2825 17TH AVENUE S.E.	NULL	CALGARY	T2A 0P7	1	47:58.6	1598866	47:58.0	NULL	51.037516	-113.99192	America/Edmonton	C	536	CA
924344	8359	A	#N/A	170	1163 Notre Dame Est	NULL	Thetford Mines	G6G 2T9	1	48:10.6	1598866	48:11.0	NULL	46.104103	-71.282666	America/Montreal	C	546	CA
108360	8360	A	#N/A	235	3880 Grant McConachie Way	NULL	Richmond	V7B 0A4	1	36:41.5	1596806	36:41.0	NULL	49.195103	-123.177735	America/Vancouver	C	537	CA
924200	8362	A	#N/A	235	500 Bayly Street East	NULL	Ajax	L1Z 0B2	1	49:24.5	1598866	49:24.0	NULL	43.854375	-78.992988	America/Toronto	C	544	CA
924303	8363	A	#N/A	160	361 Allard Blvd SW	NULL	Edmonton	T6W 0J2	1	46:42.7	1598866	46:43.0	NULL	53.396893	-113.529668	America/Edmonton	C	536	CA
924356	8366	A	#N/A	175	200-1625 210 AVE S.E	NULL	Calgary	T2X 4K8	1	00:41.8	1598866	00:42.0	NULL	50.86357	-114.02564	America/Edmonton	C	536	CA
924354	8367	A	#N/A	175	NULL	NULL	Duncan	NULL	1	58:22.8	1598866	58:23.0	NULL	48.784576	-123.701854	America/Vancouver	C	537	CA
108371	8371	A	#N/A	235	"2102 11th Avenue, Unit 11A"	NULL	Regina	S4P 3Y6	1	37:01.7	1598866	37:02.0	NULL	50.450516	-104.611291	America/Regina	C	547	CA
924317	8373	A	8373	175	11th ST W	NULL	SASKATOON	S7M 1J6	1	37:01.0	1598866	37:01.0	NULL	52.114494	-106.709681	America/Regina	C	547	CA
924294	8381	A	8381	170	7107 Kalar Road	NULL	Niagara Falls	L2H 3J6	1	57:37.2	1598866	57:37.0	NULL	43.070291	-79.136356	America/Toronto	C	544	CA
924202	8384	A	8384	170	200 Rue Ouellette	NULL	Grand-Sault/Grand Falls	E3Z 1A6	1	36:33.0	1598866	36:33.0	NULL	47.044445	-67.76895	America/Moncton	C	539	CA
924192	8386	A	8386	170	975 Wilkinson Avenue	NULL	Dartmouth	B3B 0H6	1	36:32.6	1598866	36:33.0	NULL	44.710222	-63.569244	America/Halifax	C	541	CA
924320	8387	A	8387	170	45 Sweetgrass Road Unit 2	NULL	Hantsport	B0P 1P0	1	36:31.8	1598866	36:32.0	NULL	45.069581	-64.221203	America/Halifax	C	541	CA
108388	8388	A	#N/A	235	"7766 Martin Grove Road, Highway 7 & Martin Grove Road"	NULL	Woodbridge	L4L 2C7	1	18:21.7	1598866	18:22.0	NULL	43.775145	-79.613716	America/Toronto	C	544	CA
924315	8390	A	#N/A	170	3455 Boul. LaFramboise	NULL	St-Hyacinthe	J2S 4Z8	1	36:53.8	1598866	36:54.0	NULL	45.639871	-72.968239	America/Montreal	C	546	CA
108396	8396	A	#N/A	235	3880 Grant McConachie Way	NULL	RICHMOND	V7B 0A5	1	35:47.1	1598866	35:47.0	NULL	49.194893	-123.176265	America/Vancouver	C	537	CA
924257	8397	A	8397	165	69 Regent Park Blvd	NULL	Toronto	M5A 0K7	1	26:07.2	1598866	26:07.0	NULL	43.659951	-79.361163	America/Toronto	C	544	CA
924266	8398	A	#N/A	165	F104 - 1970 St. Clair Avenue	NULL	Toronto	M6N 4X9	1	32:49.8	1598866	32:50.0	NULL	43.673763	-79.470511	America/Toronto	C	544	CA
924358	8408	A	#N/A	165	NULL	NULL	Vancouver	NULL	1	25:48.9	1598866	25:49.0	NULL	49.280775	-123.027762	America/Vancouver	C	537	CA
108415	8415	A	#N/A	235	"Peterborough Regional Health Centre, 1 Hospital Drive"	NULL	Peterborough	K9J 7C6	1	33:30.3	1598866	33:30.0	NULL	44.300533	-78.34739	America/Toronto	C	544	CA
924287	8418	A	8418	170	141 Rue St-Gabriel	NULL	Saint-Gabriel-De-Brandon	J0K 2N0	1	56:26.6	1598866	56:27.0	NULL	46.291023	-73.381339	America/Montreal	C	546	CA
108425	8425	A	#N/A	165	2980 Rue Masson	NULL	Montreal	H1Y 1X5	1	30:14.4	1598866	30:14.0	NULL	45.548393	-73.574295	America/Montreal	C	546	CA
924191	8428	A	#N/A	235	"Caesars Casino, 377 Riverside Drive,, East Windsor, Ontario"	NULL	Windsor	N9A 7H7	1	09:29.8	1598866	09:30.0	NULL	42.320403	-83.033879	America/Toronto	C	544	CA
924249	8431	A	#N/A	165	555 Sherbourne Street	NULL	Toronto	M4X 1W7	1	58:04.2	1598866	58:04.0	NULL	43.668943	-79.375212	America/Toronto	C	544	CA
924237	8435	A	8435	190	402 Main Street	NULL	Creighton	S0P 0A0	1	37:00.4	1598866	37:00.0	NULL	45.151053	-79.39819	America/Regina	C	547	CA
924277	8448	A	#N/A	185	1112 6th Avenue NE	NULL	Swift Current	S9H 4V1	1	36:59.7	1598866	37:00.0	NULL	50.298229	-107.792584	America/Regina	C	547	CA
924370	8449	A	#N/A	165	NULL	NULL	Victoria	NULL	1	27:59.6	1598866	28:00.0	NULL	48.45727	-123.375608	America/Vancouver	C	537	CA
924304	8452	A	#N/A	235	"Highway 63 Mildred Lake Plant, A"	NULL	Fort McMurray	T9H 3L1	1	13:28.6	1598866	13:28.0	NULL	57.04	-111.6	America/Edmonton	C	536	CA
924197	8453	A	#N/A	235	"NorQuest College, 10215 - 108 Street N.W."	NULL	Edmonton	T5J 1L6	1	19:24.4	1598866	19:24.0	NULL	53.543265	-113.506214	America/Edmonton	C	536	CA
108455	8455	A	#N/A	235	9430 Guelph Line	NULL	CAMPBELLVILLE	L0P 1B0	1	18:21.3	1598866	18:21.0	NULL	43.496448	-80.000472	America/Toronto	C	544	CA
108456	8456	A	#N/A	235	7030 Derry Road	NULL	Milton	L9T 7H6	1	14:48.8	1598866	14:49.0	NULL	43.49677	-79.870014	America/Toronto	C	544	CA
924238	8465	A	8465	235	"1000 Airport Parkway Private, Unit 2500"	NULL	Ottawa	K1V 9B4	1	33:29.6	1598866	33:30.0	NULL	45.323635	-75.663756	America/Toronto	C	544	CA
924301	8466	A	#N/A	235	320 Sussex Drive	NULL	Ottawa	K1A 0G8	1	33:28.9	1598866	33:29.0	NULL	45.43135	-75.699282	America/Toronto	C	544	CA
924246	8468	A	8468	170	10025 Sir Wilfrid Laurier	NULL	Mirabel	J7N 1M6	1	35:59.2	1598866	35:59.0	NULL	45.718824	-74.076519	America/Montreal	C	546	CA
924255	8469	A	#N/A	235	5533 Airport Way	NULL	Kelowna	V1V 1S1	1	35:45.8	1598866	35:46.0	NULL	49.951679	-119.381239	America/Vancouver	C	537	CA
924308	8470	A	#N/A	235	"Highway 63 Mildred Lake Plant, (41 B Space)"	NULL	Fort McMurray	T9H 3L1	1	35:45.5	1598866	35:45.0	NULL	57.066841	-112.568199	America/Edmonton	C	536	CA
924305	8471	A	#N/A	205	Building 325 Mildred Lake	NULL	Fort McMurray	T9H 3L1	1	35:45.2	1598866	35:45.0	NULL	57.04	-111.6	America/Edmonton	C	536	CA
924306	8472	A	#N/A	235	Building 41A Mildred Lake	NULL	Fort McMurray	T9H 3L1	1	35:44.9	1598866	35:45.0	NULL	57.04	-111.6	America/Edmonton	C	536	CA
924322	8473	A	8473	165	1108 PHARMACY AVE	NULL	SCARBOROUGH	M1R 2H3	1	16:00.8	1598866	16:01.0	NULL	43.742944	-79.30497	America/Toronto	C	544	CA
924307	8474	A	#N/A	235	Highway 63 Aurora Mine	NULL	Fort McMurray	T9H 3L1	1	35:44.6	1598866	35:44.0	NULL	57.04	-111.6	America/Edmonton	C	536	CA
924262	8480	A	#N/A	190	4926 Bathurst St	NULL	North York	M2R 1N2	1	02:33.7	1598866	02:34.0	NULL	43.773379	-79.443544	America/Toronto	C	544	CA
924363	8482	A	#N/A	205	NULL	NULL	Astra	NULL	1	43:12.8	1598866	43:13.0	NULL	48	-83	America/Toronto	C	544	CA
108484	8484	A	#N/A	235	8400 Healey Road	NULL	Bolton	L7E 0Y3	1	25:53.5	1598866	25:53.0	NULL	43.85894	-79.733403	America/Toronto	C	544	CA
924321	8495	A	#N/A	195	620 South Service Road	NULL	Stoney Creek	L8E 2W1	1	36:23.1	1598866	36:23.0	NULL	43.228111	-79.69866	America/Toronto	C	544	CA
924330	8497	A	8497	170	"1585 Warden Avenue, Unit A"	NULL	Scarborough	M1R 2S9	1	36:33.9	1598866	36:34.0	NULL	43.705852	-79.251995	America/Toronto	C	544	CA
924206	8500	A	8500	235	6455 Macleod Trail SW	NULL	Calgary	T3C 1S2	1	08:08.2	1598866	08:09.0	NULL	50.998425	-114.073139	America/Edmonton	C	536	CA
924309	8519	A	8519	235	"University of Monterrey, Av. Ignacio Morones Prieto 4500, Jesús M. Garza"	NULL	Monterrey	66238	1	02:07.8	1598866	02:09.0	NULL	25.66159	-100.4232	NULL	C	NULL	MX
918667	8667	A	8667	170	8099 GRATIOT RD	NULL	SAGINAW	48609-4876	1	37:08.6	1598866	37:09.0	NULL	43.416388	-84.073391	America/Detroit	C	4481	US
918668	8668	A	#N/A	170	963 N 21ST ST	NULL	NEWARK	43055-2921	1	37:57.2	1598866	37:57.0	NULL	40.074517	-82.428966	America/New_York	C	4495	US
918669	8669	A	8669	170	1508 E WOOSTER ST	NULL	BOWLING GREEN	43402-3338	1	33:34.8	1598866	33:35.0	NULL	41.37418	-83.62845	America/New_York	C	4495	US
918670	8670	A	#N/A	170	2621 NAVARRE AVE	NULL	OREGON	43616-3206	1	33:34.1	1598866	33:34.0	NULL	41.6371	-83.485896	America/New_York	C	4495	US
918671	8671	A	#N/A	170	1020 N BRIDGE ST	NULL	CHILLICOTHE	45601-1753	1	33:33.7	1598866	33:34.0	NULL	39.355936	-82.976941	America/New_York	C	4495	US
918673	8673	A	8673	170	15728 15 MILE RD	NULL	FRASER	48026-1401	1	37:08.2	1598866	37:08.0	NULL	42.552729	-82.963836	America/Detroit	C	4481	US
918674	8674	A	8674	170	4066 LAKE SHORE RD	NULL	HAMBURG	14075-1711	1	37:53.6	1598866	37:54.0	NULL	42.774314	-78.862352	America/New_York	C	4494	US
918675	8675	A	8675	170	5035 SOUTHWESTERN BLVD	NULL	HAMBURG	14075-2607	1	33:24.8	1598866	33:25.0	NULL	42.750018	-78.852959	America/New_York	C	4494	US
918676	8676	A	#N/A	170	1448 N TELEGRAPH RD	NULL	MONROE	48162-3342	1	37:07.8	1598866	37:08.0	NULL	41.941369	-83.404153	America/Detroit	C	4481	US
918677	8677	A	#N/A	170	4365 W PIERSON RD	NULL	FLINT	48504-1328	1	37:07.4	1598866	37:07.0	NULL	43.060125	-83.76682	America/Detroit	C	4481	US
108888	8888	I	#N/A	165	Avenues Mall	NULL	NULL	NULL	1	43:50.9	1	43:50.9	NULL	44	-79	America/Toronto	C	543	CA
918914	8914	A	#N/A	170	71 NIAGARA ST	NULL	TONAWANDA	14150-1106	1	37:50.8	1598866	37:51.0	NULL	43.019827	-78.880677	America/New_York	C	4494	US
918915	8915	A	#N/A	170	1405 KENSINGTON AVE	NULL	BUFFALO	14215-1726	1	37:50.4	1598866	37:50.0	NULL	42.941635	-78.803773	America/New_York	C	4494	US
918916	8916	A	#N/A	170	10371 BENNETT RD	NULL	FREDONIA	14063-1402	1	33:31.5	1598866	33:32.0	NULL	42.451854	-79.309332	America/New_York	C	4494	US
918917	8917	A	#N/A	170	3125 GLENDALE AVE	NULL	TOLEDO	43614-5813	1	33:31.2	1598866	33:31.0	NULL	41.611937	-83.616713	America/New_York	C	4495	US
919011	9011	A	#N/A	170	1685 GRAND ISLAND BLVD	NULL	GRAND ISLAND	14072-2131	1	37:47.9	1598866	37:48.0	NULL	43.007774	-78.948639	America/New_York	C	4494	US
919012	9012	A	#N/A	170	908 FAIRPORT RD	NULL	EAST ROCHESTER	14445-1912	1	33:30.8	1598866	33:31.0	NULL	43.102843	-77.480075	America/New_York	C	4494	US
919013	9013	A	#N/A	170	5137 NORTH RD	NULL	CANANDAIGUA	14424-8054	1	33:30.5	1598866	33:30.0	NULL	42.90528	-77.292922	America/New_York	C	4494	US
919014	9014	A	#N/A	170	6687 TRANSIT RD	NULL	WILLIAMSVILLE	14221-7212	1	37:45.8	1598866	37:46.0	NULL	42.953191	-78.69635	America/New_York	C	4494	US
919015	9015	A	#N/A	170	849 YOUNG ST	NULL	TONAWANDA	14150-4115	1	33:30.1	1598866	33:30.0	NULL	43.001913	-78.855143	America/New_York	C	4494	US
919016	9016	A	9016	145	22211 COOLIDGE HWY	NULL	OAK PARK	48237-2855	1	37:06.6	1598866	37:07.0	NULL	42.459394	-83.182366	America/Detroit	C	4481	US
919017	9017	A	#N/A	170	33500 PLYMOUTH RD	NULL	LIVONIA	48150-1560	1	37:05.4	1598866	37:06.0	NULL	42.368671	-83.373324	America/Detroit	C	4481	US
919018	9018	A	#N/A	170	3600 WALDEN AVE	NULL	LANCASTER	14086-1250	1	39:39.1	1598866	39:39.0	NULL	42.915959	-78.672945	America/New_York	C	4494	US
919019	9019	A	#N/A	170	760 S HEWITT RD	NULL	YPSILANTI	48197-4585	1	37:04.8	1598866	37:05.0	NULL	42.227385	-83.643551	America/Detroit	C	4481	US
919020	9020	A	#N/A	170	1508 BUFFALO RD	NULL	GATES	14624-1828	1	33:28.8	1598866	33:29.0	NULL	43.150147	-77.691783	America/New_York	C	4494	US
919021	9021	A	#N/A	170	607 JEFFERSON RD	NULL	ROCHESTER	14623-3231	1	33:28.4	1598866	33:28.0	NULL	43.086422	-77.62785	America/New_York	C	4494	US
919022	9022	A	#N/A	170	3663 MOUNT READ BLVD	NULL	GREECE	14616-3433	1	33:28.1	1598866	33:28.0	NULL	43.225267	-77.659703	America/New_York	C	4494	US
919297	9297	A	#N/A	170	45135 FORD RD	NULL	CANTON	48187-2909	1	37:04.5	1598866	37:05.0	NULL	42.322	-83.485311	America/Detroit	C	4481	US
919298	9298	A	#N/A	170	3829 PINE GROVE AVE	NULL	PORT HURON	48060	1	37:04.1	1598866	37:04.0	NULL	43.019788	-82.454908	America/Detroit	C	4481	US
919299	9299	A	9299	170	177 S MILFORD RD	NULL	MILFORD	48381-2758	1	37:03.7	1598866	37:04.0	NULL	42.580957	-83.6099	America/Detroit	C	4481	US
919300	9300	A	#N/A	170	29069 GREENFIELD RD	NULL	SOUTHFIELD	48076-2225	1	13:27.4	1598866	13:27.0	NULL	42.503573	-83.203808	America/Detroit	C	4481	US
919301	9301	A	#N/A	170	109 BENNETT DR	NULL	CARIBOU	04736-2024	1	37:37.9	1598866	37:38.0	NULL	46.868348	-68.004046	America/New_York	C	4480	US
919302	9302	I	#N/A	235	"830 MAIN ST, AROOSTOOK CENTRE MALL"	NULL	PRESQUE ISLE	4769	1	43:50.9	1	43:50.9	NULL	46.701233	-68.009743	America/New_York	F	4480	US
919303	9303	I	#N/A	220	"500 CLEVELAND AVE, ST ANN'S HOSPITAL"	NULL	WESTERVILLE	43081	1	43:50.9	1	43:50.9	NULL	40.114365	-82.948875	America/New_York	C	4495	US
919304	9304	A	#N/A	170	6238 PRENTISS SCHOOL PL	NULL	CANAL WINCHESTER	43110-2050	1	37:37.5	1598866	37:38.0	NULL	39.853575	-82.828964	America/New_York	C	4495	US
919305	9305	A	9305	170	3024 PINE AVE	NULL	NIAGARA FALLS	14301-2446	1	33:26.4	1598866	33:26.0	NULL	43.095413	-79.024969	America/New_York	C	4494	US
919306	9306	A	#N/A	170	1058 STATE ST	NULL	DAVISON	48423	1	37:03.0	1598866	37:03.0	NULL	43.018227	-83.518233	America/Detroit	C	4481	US
919307	9307	A	9307	235	462 GRIDER ST	NULL	BUFFALO	14215-3021	1	33:25.7	1598866	33:26.0	NULL	42.925218	-78.831604	America/New_York	C	4494	US
919308	9308	A	#N/A	170	1085 S GRATIOT AVE	NULL	CLINTON TOWNSHIP	48036-3501	1	37:02.7	1598866	37:03.0	NULL	42.583126	-82.884014	America/Detroit	C	4481	US
919339	9339	A	9339	170	748 NIAGARA FALLS BLVD	NULL	NORTH TONAWANDA	14120-2008	1	33:25.0	1598866	33:25.0	NULL	43.058333	-78.836657	America/New_York	C	4494	US
919340	9340	A	#N/A	170	1786 EMPIRE BLVD	NULL	WEBSTER	14580-2180	1	33:24.7	1598866	33:25.0	NULL	43.187624	-77.504377	America/New_York	C	4494	US
919341	9341	I	#N/A	170	2 AMATO DR	NULL	WINDHAM	4062	1	43:50.9	1	43:50.9	NULL	43.806499	-70.415001	America/New_York	F	4480	US
919342	9342	A	#N/A	170	290 NORTH ST	NULL	HOULTON	04730-3530	1	37:33.5	1598866	37:34.0	NULL	46.145009	-67.84108	America/New_York	C	4480	US
919343	9343	A	#N/A	170	227 E FAIRMOUNT AVE	NULL	LAKEWOOD	14750-1935	1	33:24.3	1598866	33:24.0	NULL	42.097837	-79.309834	America/New_York	C	4494	US
919344	9344	A	#N/A	170	161 S MAIN ST	NULL	ALBION	14411-1630	1	33:23.9	1598866	33:24.0	NULL	43.242147	-78.193426	America/New_York	C	4494	US
919345	9345	A	#N/A	195	1199 French Road	NULL	Depew	14043	1	20:44.2	1598866	20:44.0	NULL	42.867335	-78.70841	America/New_York	C	4494	US
919346	9346	A	#N/A	170	470 AURORA ST	NULL	LANCASTER	14086-2970	1	37:31.3	1598866	37:31.0	NULL	42.881287	-78.675987	America/New_York	C	4494	US
919348	9348	A	#N/A	170	2600 RIDGEWAY AVE	NULL	GREECE	14626-4200	1	33:23.5	1598866	33:23.0	NULL	43.187503	-77.700951	America/New_York	C	4494	US
919349	9349	A	#N/A	170	802 PAUL RD	NULL	ROCHESTER	14624-4421	1	33:23.2	1598866	33:23.0	NULL	43.107492	-77.74738	America/New_York	C	4494	US
919350	9350	A	#N/A	170	6573 4TH SECTION RD	NULL	BROCKPORT	14420-2401	1	33:22.8	1598866	33:23.0	NULL	43.197816	-77.945997	America/New_York	C	4494	US
919351	9351	A	#N/A	170	6980 PEACH ST	NULL	ERIE	16509-4701	1	31:29.6	1598866	31:29.0	NULL	42.054989	-80.088573	America/New_York	C	4498	US
919352	9352	A	#N/A	170	2745 W 26TH ST	NULL	ERIE	16506-3037	1	31:29.3	1598866	31:29.0	NULL	42.088533	-80.134964	America/New_York	C	4498	US
919353	9353	A	9353	170	555 5TH AVE	NULL	PARKERSBURG	26101-5109	1	33:21.7	1598866	33:22.0	NULL	39.26226	-81.557256	America/New_York	C	4512	US
919354	9354	A	#N/A	170	700 W MAIN ST	NULL	TROY	45373-2929	1	33:21.3	1598866	33:21.0	NULL	40.041932	-84.209561	America/New_York	C	4495	US
919355	9355	A	#N/A	170	1100 E MAIN ST	NULL	CHILLICOTHE	45601-2848	1	33:21.0	1598866	33:21.0	NULL	39.337897	-82.951694	America/New_York	C	4495	US
919356	9356	A	9356	170	894 W CENTRAL AVE	NULL	SPRINGBORO	45066-1116	1	33:33.6	1598866	33:34.0	NULL	39.563068	-84.263565	America/New_York	C	4495	US
919357	9357	A	#N/A	170	4465 INDIAN RIPPLE RD	NULL	BEAVERCREEK	45440-3251	1	33:20.3	1598866	33:20.0	NULL	39.696266	-84.10502	America/New_York	C	4495	US
919358	9358	A	#N/A	170	131 CHESTNUT ST	NULL	COSHOCTON	43812-1130	1	33:19.9	1598866	33:20.0	NULL	40.27477	-81.869184	America/New_York	C	4495	US
919359	9359	A	#N/A	170	2906 CENTER AVE	NULL	ESSEXVILLE	48732-1704	1	37:02.2	1598866	37:02.0	NULL	43.594402	-83.846696	America/Detroit	C	4481	US
919360	9360	A	#N/A	170	727 S MAIN ST	NULL	ADRIAN	49221-3707	1	36:26.0	1598866	36:26.0	NULL	41.888741	-84.042921	America/Detroit	C	4481	US
919361	9361	A	#N/A	170	9199 HIGHLAND RD	NULL	WATERFORD	48328	1	37:01.8	1598866	37:02.0	NULL	42.656525	-83.467501	America/Detroit	C	4481	US
919363	9363	A	9363	170	1563 SPENCERPORT RD	NULL	GATES	14606-3523	1	33:18.4	1598866	33:18.0	NULL	43.174473	-77.73185	America/New_York	C	4494	US
919364	9364	I	#N/A	170	1657 HUDSON AVENUE	NULL	ROCHESTER	14617	1	43:50.9	1	43:50.9	NULL	43.197052	-77.600189	America/New_York	C	4494	US
919365	9365	I	#N/A	170	398 US ROUTE 1	NULL	SCARBOROUGH	4074	1	43:50.9	1	43:50.9	NULL	43.583973	-70.359558	America/New_York	C	4480	US
919367	9367	A	#N/A	170	25203 EVERGREEN RD	NULL	SOUTHFIELD	48075-1735	1	37:01.5	1598866	37:01.0	NULL	42.474926	-83.241509	America/Detroit	C	4481	US
919368	9368	A	#N/A	170	365 AGLER RD	NULL	GAHANNA	43230-2463	1	37:20.3	1598866	37:20.0	NULL	40.018971	-82.891148	America/New_York	C	4495	US
919369	9369	A	9369	170	2720 MILITARY RD	NULL	NIAGARA FALLS	14304-1223	1	33:16.6	1598866	33:16.0	NULL	43.108816	-78.986855	America/New_York	C	4494	US
919370	9370	I	#N/A	170	150 MAIN ST	NULL	WESTBROOK	4092	1	43:50.9	1	43:50.9	NULL	43.678093	-70.335762	America/New_York	F	4480	US
919371	9371	A	#N/A	195	27430 SCHOOLCRAFT RD	NULL	LIVONIA	48150-2202	1	37:01.1	1598866	37:01.0	NULL	42.384855	-83.314937	America/Detroit	C	4481	US
919372	9372	A	#N/A	170	6793 MILLER LN	NULL	DAYTON	45414-2662	1	33:15.6	1598866	33:15.0	NULL	39.845841	-84.192717	America/New_York	C	4495	US
919373	9373	A	9373	170	7901 BRANDT PIKE	NULL	HUBER HEIGHTS	45424-2345	1	33:15.3	1598866	33:15.0	NULL	39.866307	-84.102037	America/New_York	C	4495	US
919374	9374	A	#N/A	170	371 S CASCADE DR	NULL	SPRINGVILLE	14141-9114	1	37:16.6	1598866	37:17.0	NULL	42.499282	-78.690718	America/New_York	C	4494	US
919375	9375	A	#N/A	170	3550 GREENFIELD RD	NULL	DEARBORN	48120-1203	1	37:00.6	1598866	37:01.0	NULL	42.308728	-83.188305	America/Detroit	C	4481	US
919376	9376	A	#N/A	170	45515 MICHIGAN AVE	NULL	CANTON	48188-2388	1	37:00.2	1598866	37:00.0	NULL	42.270902	-83.488246	America/Detroit	C	4481	US
919379	9379	A	9379	170	38 N ORANGE ST	NULL	XENIA	45385-2816	1	33:14.2	1598866	33:14.0	NULL	39.684318	-83.939946	America/New_York	C	4495	US
919380	9380	A	#N/A	170	5798 SPRINGBORO PIKE	NULL	DAYTON	45449-2842	1	25:23.7	1598866	25:24.0	NULL	39.673668	-84.221331	America/New_York	C	4495	US
919381	9381	A	9381	170	260 W MAIN ST	NULL	VICTOR	14564-1124	1	33:13.5	1598866	33:13.0	NULL	42.986881	-77.417822	America/New_York	C	4494	US
919382	9382	A	9382	170	451 HAMILTON ST	NULL	GENEVA	14456-3057	1	33:13.2	1598866	33:13.0	NULL	42.856993	-77.001463	America/New_York	C	4494	US
919383	9383	A	#N/A	170	5390 GENESEE ST	NULL	LANCASTER	14086-9738	1	37:12.6	1598866	37:13.0	NULL	42.944918	-78.676835	America/New_York	C	4494	US
919384	9384	A	#N/A	170	10 BOOTH ST	NULL	CANANDAIGUA	14424-2302	1	33:12.8	1598866	33:13.0	NULL	42.877368	-77.269587	America/New_York	C	4494	US
919385	9385	A	#N/A	170	955 E DUBLIN GRANVILLE RD	NULL	COLUMBUS	43229-2417	1	33:12.5	1598866	33:12.0	NULL	40.087228	-82.993292	America/New_York	C	4495	US
919386	9386	A	#N/A	170	7493 SAWMILL RD	NULL	DUBLIN	43016-9616	1	23:10.7	1598866	23:11.0	NULL	40.119422	-83.091112	America/New_York	C	4495	US
919387	9387	A	#N/A	170	2206 13TH ST	NULL	ASHLAND	41101-3522	1	33:11.8	1598866	33:12.0	NULL	38.465804	-82.65822	America/New_York	C	4476	US
919388	9388	A	#N/A	170	4380 BUFFALO RD	NULL	NORTH CHILI	14514-1259	1	33:11.5	1598866	33:11.0	NULL	43.119992	-77.806833	America/New_York	C	4494	US
919913	9913	I	#N/A	165	Avenues Mall	NULL	SOUTH KINGSTOWN	2881	1	43:50.9	1	43:50.9	NULL	NULL	NULL	America/New_York	F	4500	US
919914	9914	I	#N/A	170	726 MERIDIAN ST EXT	NULL	GROTON	6340	1	43:50.9	1	43:50.9	NULL	41.350861	-72.057007	America/New_York	F	4464	US
919915	9915	I	#N/A	170	2174 PLAINFIELD PIKE	NULL	CRANSTON	2921	1	43:50.9	1	43:50.9	NULL	41.788544	-71.515564	America/New_York	F	4500	US
919916	9916	I	#N/A	170	7 SALEM TURNPIKE	NULL	NORWICH	6360	1	43:50.9	1	43:50.9	NULL	41.514359	-72.105072	America/New_York	F	4464	US
919917	9917	I	#N/A	170	227 POST RD	NULL	WESTERLY	2891	1	43:50.9	1	43:50.9	NULL	41.35173	-71.766609	America/New_York	F	4500	US
919918	9918	I	#N/A	170	Avenues Mall	NULL	BRADFORD	2808	1	43:50.9	1	43:50.9	NULL	41.40278	-71.748335	America/New_York	F	4500	US
919919	9919	I	#N/A	170	Avenues Mall	NULL	NORTH STONINGTON	6359	1	43:50.9	1	43:50.9	NULL	41.437175	-71.874067	America/New_York	F	4464	US
919920	9920	I	#N/A	170	70 POINT JUDITH RD	NULL	NARRAGANSETT	2882	1	43:50.9	1	43:50.9	NULL	41.428211	-71.480721	America/New_York	F	4500	US
